
> concat(copy(300K, file(./res/data_body)), file(./res/data_end)); 737.402MB; first window at 99.99977800428995%
name,threads,best,median,mean,stddev
"loadgather_8Bx8",1,33.9581,33.5594,33.5370,0.1924
"loadgather_8Bx8",2,55.7340,54.0676,49.5552,5.2593
"loadgather_8Bx8",4,56.7141,43.4812,44.0536,3.5066
"loadgather_8Bx8",6,46.8162,43.6314,43.8961,1.0658
"loadgather_8Bx8",8,50.3365,49.7827,49.7404,0.3597
"loadgather_8Bx8",16,52.1337,51.3656,51.3401,0.2751
"load_16B",1,49.0628,48.8987,48.8555,0.1786
"load_16B",2,58.0219,57.7823,57.7112,0.2663
"load_16B",4,59.1232,58.3127,58.4146,0.3666
"load_16B",6,58.2927,58.0593,57.9562,0.2689
"load_16B",8,59.1584,59.0107,58.9648,0.2106
"load_16B",16,58.9193,58.2358,57.8520,1.2702
"load_8B",1,38.2645,38.0952,38.0431,0.1863
"load_8B",2,58.0261,57.3326,57.2533,0.3489
"load_8B",4,59.4467,59.0307,59.0530,0.2175
"load_8B",6,58.0709,57.6919,57.6523,0.2076
"load_8B",8,59.1014,58.9366,58.7197,0.7071
"load_8B",16,58.8565,58.7413,58.7266,0.0842
"load_1B",1,5.5034,5.5010,5.5006,0.0016
"load_1B",2,10.8506,10.7812,10.7778,0.0450
"load_1B",4,21.3246,20.9837,20.7108,1.2179
"load_1B",6,31.2689,30.8449,30.8243,0.1787
"load_1B",8,40.7002,40.3151,40.2448,0.4348
"load_1B",16,40.1403,39.9798,39.9491,0.1058

> concat(rng(x, 2345), srand(100M, x)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"load_16B",1,51.8156,51.2507,51.2160,0.3100
"conflict",1,1.4566,1.4564,1.4558,0.0035
"conflict_mc1b",1,1.4566,1.4564,1.4562,0.0012
"conflict_mc2b",1,2.9040,2.9019,2.9018,0.0008
"conflict_mc3b",1,4.1987,4.1713,4.1712,0.0079
"conflict_mc4b",1,5.4064,5.3546,5.3561,0.0084
"conflict_mc5b",1,6.7314,6.7219,6.7185,0.0077
"conflict_mc6b",1,7.7106,7.6932,7.6907,0.0114
"conflict_mc7b",1,8.4554,8.4333,8.4336,0.0114
"conflict_mc8b",1,9.1229,9.0987,9.0931,0.0191
"conflict_mc9b",1,9.6629,9.6324,9.6327,0.0189
"conflict_mc10b",1,9.7379,9.7227,9.7230,0.0081
"conflict_mc11b",1,9.9393,9.9269,9.9117,0.0747
"conflict_mc12b",1,9.1565,9.1396,9.1200,0.0886

> copy(100M, lit(a)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,11.6424,11.5225,11.4821,0.2476
"gather_avx512_nopre",1,6.3120,6.2946,6.2950,0.0096

> concat(rng(x, 3456), drand(5k, 5k, x)); 25.070MB; first window at 0.01994415636218588%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,0.7172,0.7141,0.7145,0.0013
"gather_avx512_chunks",1,2.7544,2.7393,2.7378,0.0100
"gather_avx512_nopre",1,0.3716,0.3700,0.3688,0.0063
"gather_avx2",1,1.1190,1.1115,1.0881,0.0777
"gather_avx2_chnk",1,2.0801,2.0715,2.0672,0.0057
"gather_avx2_few_regs",1,1.1551,1.1524,1.1378,0.0505
"gather_avx2_few_chnk",1,1.4969,1.4964,1.4946,0.0024

> concat(rng(x, 3456), drand(50k, 500, x)); 25.007MB; first window at 0.19994401567561085%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,1.8036,1.7991,1.7960,0.0150
"gather_avx512_chunks",1,8.8206,8.7742,8.6214,0.5481
"gather_avx512_nopre",1,0.9661,0.9559,0.9549,0.0141
"gather_avx2",1,0.7379,0.7360,0.7348,0.0051
"gather_avx2_chnk",1,3.2626,3.2455,3.2379,0.0599
"gather_avx2_few_regs",1,0.8196,0.8187,0.8176,0.0047
"gather_avx2_few_chnk",1,3.8893,3.8740,3.8752,0.0069

> concat(rng(x, 3456), drand(500k, 50, x)); 25.001MB; first window at 1.9999440015679562%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,3.2643,3.2537,3.2364,0.0299
"gather_avx512_chunks",1,11.0551,11.0210,10.9453,0.1784
"gather_avx512_nopre",1,1.6772,1.6714,1.6668,0.0112
"gather_avx2",1,1.3514,1.3471,1.2898,0.1281
"gather_avx2_chnk",1,5.5454,5.4822,5.4654,0.0720
"gather_avx2_few_regs",1,1.4616,1.4475,1.4457,0.0119
"gather_avx2_few_chnk",1,5.9210,5.9056,5.8815,0.0576

> concat(rng(x, 3456), drand(5000k, 5, x)); 25.000MB; first window at 19.9999440001568%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,6.6861,6.6616,6.6566,0.0244
"gather_avx512_chunks",1,11.4456,11.3841,11.3960,0.0534
"gather_avx512_nopre",1,3.2524,3.2466,3.2471,0.0053
"gather_avx2",1,3.0396,3.0213,2.9935,0.1141
"gather_avx2_chnk",1,5.7916,5.7711,5.7643,0.0228
"gather_avx2_few_regs",1,3.2849,3.2762,3.2697,0.0160
"gather_avx2_few_chnk",1,6.2647,6.2420,6.2320,0.0276

> copy(100M, lit(a)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"gather_avx2",1,6.0305,6.0137,6.0015,0.0527
"gather_avx2_chnk",1,5.4909,5.4651,5.4394,0.0743
"gather_avx2_few_regs",1,6.5528,6.5029,6.5034,0.0174
"gather_avx2_few_chnk",1,6.2670,6.2492,6.2269,0.1091

> concat(rng(x, 678), rep(30M, srand(uniform(1,7,x), x))); 104.995MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,3.8257,3.8094,3.8026,0.0215
"benny",1,1.3816,1.3792,1.3787,0.0021

> concat(rng(x, 678), rep(30M, srand(uniform(2,6,x), x))); 105.003MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,5.0875,5.0758,5.0725,0.0120
"benny",1,1.3820,1.3801,1.3790,0.0025

> concat(rng(x, 678), rep(30M, srand(uniform(3,5,x), x))); 105.003MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,6.9968,6.9844,6.9810,0.0124
"benny",1,1.3822,1.3801,1.3792,0.0032

> copy(30M, lit(rstu)); 120.000MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,8.3750,8.2029,8.2004,0.0525
"benny",1,1.3819,1.3808,1.3806,0.0009

> concat(rng(x, 981394), srand(100M, x)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"benny",1,1.3823,1.3807,1.3800,0.0024
"benny_popcnt",1,1.3823,1.3805,1.3797,0.0024
"benny_alt",1,1.2756,1.2743,1.2741,0.0011
"benny_x2",1,2.7640,2.7596,2.7585,0.0045
"gather_avx512_pre",1,11.2940,11.1667,11.1659,0.0355
"gather_avx512_chunks",1,10.4858,10.4652,10.4627,0.0156
"gather_avx512_nopre",1,6.3148,6.2974,6.2916,0.0321
"gather_avx2",1,5.8292,5.8150,5.8096,0.0318
"gather_avx2_chnk",1,5.3357,5.3093,5.3076,0.0162
"gather_avx2_few_regs",1,6.5445,6.5031,6.4980,0.0226
"gather_avx2_few_chnk",1,6.2674,6.2514,6.2501,0.0121
"david_a_perez",1,1.4062,1.4042,1.4039,0.0016
"conflict",1,1.4564,1.4562,1.4562,0.0001
"conflict_mc1b",1,1.4564,1.4562,1.4560,0.0013
"conflict_mc2b",1,2.9050,2.9019,2.9019,0.0010
"conflict_mc3b",1,4.1881,4.1714,4.1723,0.0069
"conflict_mc4b",1,5.3631,5.3554,5.3558,0.0026
"conflict_mc5b",1,6.5031,6.4993,6.4997,0.0017
"conflict_mc6b",1,7.7257,7.7089,7.7037,0.0175
"conflict_mc7b",1,8.4406,8.4218,8.4203,0.0133
"conflict_mc8b",1,9.1059,9.0829,9.0803,0.0180
"conflict_mc9b",1,9.6545,9.6307,9.6289,0.0185
"conflict_mc10b",1,9.8004,9.7713,9.7658,0.0210
"conflict_mc11b",1,10.0200,9.9780,9.9762,0.0207
"conflict_mc12b",1,9.1891,9.1665,9.1638,0.0144
"load_64B",1,65.9895,65.2200,65.0537,0.5126
"loadgather_4Bx16",1,17.2362,17.0227,16.9936,0.1572
"loadgather_8Bx8",1,35.6675,34.5013,34.5729,0.4242
"load_16B",1,52.4884,51.9442,51.8693,0.2932
"load_8B",1,37.9961,37.6062,37.6042,0.2238
"load_1B",1,5.5283,5.5254,5.5223,0.0063
