
> concat(copy(300K, file(./res/data_body)), file(./res/data_end)); 737.402MB; first window at 99.99977800428995%
name,threads,best,median,mean,stddev
"conflict_mc10b",1,6.2293,6.2224,6.2126,0.0165
"conflict_mc11b",1,5.8804,5.8606,5.8598,0.0167
"conflict_mc12b",1,5.8065,5.7741,5.7714,0.0159

> copy(30M, lit(a)); 30.000MB; no windows present
name,threads,best,median,mean,stddev
"benny",1,1.3830,1.3811,1.3807,0.0022
"benny_popcnt",1,1.3830,1.3810,1.3809,0.0017
"david_a_perez",1,19.8362,19.7866,19.7386,0.1008
"conflict",1,2.2945,2.2942,2.2941,0.0003
"conflict_mc1b",1,2.2944,2.2940,2.2876,0.0355
"conflict_mc2b",1,4.5609,4.5534,4.5540,0.0031
"conflict_mc3b",1,6.5686,6.5482,6.5414,0.0367
"conflict_mc4b",1,8.4086,8.3851,8.3858,0.0105
"conflict_mc5b",1,10.6540,10.5846,10.5891,0.0449
"conflict_mc6b",1,12.1928,12.1343,12.1340,0.0500
"conflict_mc7b",1,13.5742,13.4830,13.4919,0.0639
"conflict_mc8b",1,14.7545,14.6297,14.6583,0.0633
"conflict_mc9b",1,15.4824,15.3687,15.3907,0.0688
"conflict_mc10b",1,16.1702,16.0941,16.0805,0.0729
"conflict_mc11b",1,15.2178,15.1536,15.1428,0.0687
"conflict_mc12b",1,15.0395,14.9281,14.9320,0.0600

> copy(15M, lit(ab)); 30.000MB; no windows present
name,threads,best,median,mean,stddev
"benny",1,1.3827,1.3782,1.3783,0.0020
"benny_popcnt",1,1.3829,1.3783,1.3781,0.0029
"david_a_perez",1,18.4573,18.2748,18.2439,0.1260
"conflict",1,2.1213,2.1210,2.1208,0.0004
"conflict_mc1b",1,2.1213,2.1210,2.1209,0.0004
"conflict_mc2b",1,4.2170,4.2117,4.2119,0.0017
"conflict_mc3b",1,6.0653,6.0417,6.0421,0.0108
"conflict_mc4b",1,7.7375,7.7115,7.7122,0.0097
"conflict_mc5b",1,9.8326,9.7945,9.7869,0.0405
"conflict_mc6b",1,11.2759,11.2586,11.2325,0.0454
"conflict_mc7b",1,12.5358,12.5217,12.4898,0.0535
"conflict_mc8b",1,13.6422,13.6280,13.6009,0.0531
"conflict_mc9b",1,14.3354,14.2930,14.2718,0.0601
"conflict_mc10b",1,14.8762,14.7750,14.7377,0.1980
"conflict_mc11b",1,14.0638,13.9299,13.9527,0.0628
"conflict_mc12b",1,13.8936,13.8174,13.8175,0.0383

> copy(10M, lit(abc)); 30.000MB; no windows present
name,threads,best,median,mean,stddev
"benny",1,1.3828,1.3810,1.3806,0.0023
"benny_popcnt",1,1.3829,1.3811,1.3809,0.0015
"david_a_perez",1,12.7197,12.7023,12.6801,0.0455
"conflict",1,1.9416,1.9412,1.9407,0.0009
"conflict_mc1b",1,1.9416,1.9412,1.9412,0.0004
"conflict_mc2b",1,3.8628,3.8560,3.8556,0.0030
"conflict_mc3b",1,5.5588,5.5329,5.5337,0.0139
"conflict_mc4b",1,7.0773,7.0654,7.0657,0.0076
"conflict_mc5b",1,9.0273,9.0063,8.9966,0.0246
"conflict_mc6b",1,10.3196,10.3103,10.2928,0.0299
"conflict_mc7b",1,11.4937,11.4560,11.4455,0.0468
"conflict_mc8b",1,12.5000,12.4837,12.4585,0.0465
"conflict_mc9b",1,13.1022,13.0813,13.0538,0.0544
"conflict_mc10b",1,13.6815,13.6723,13.6407,0.0538
"conflict_mc11b",1,12.8936,12.8468,12.8338,0.0489
"conflict_mc12b",1,12.7365,12.6345,12.6386,0.0500

> copy(500M, lit(z)); 500.000MB; no windows present
name,threads,best,median,mean,stddev
"load_64B",1,52.8808,52.7226,52.7058,0.1158
"load_64B",2,58.2927,58.0748,58.0396,0.1534
"load_64B",4,58.7202,58.1333,58.1787,0.1834
"load_64B",6,57.8364,57.7188,57.6831,0.1057
"load_64B",8,57.7262,57.6425,57.6228,0.0952
"load_64B",16,57.4215,57.3219,57.2774,0.1521
"loadgather_4Bx16",1,16.9816,16.8151,16.8173,0.0722
"loadgather_4Bx16",2,30.1003,28.9336,28.7839,0.5171
"loadgather_4Bx16",4,51.7843,45.6715,45.0606,2.6805
"loadgather_4Bx16",6,48.2015,36.6781,38.3972,3.5119
"loadgather_4Bx16",8,45.4513,42.9903,42.8901,1.3703
"loadgather_4Bx16",16,42.7383,42.0832,41.9920,0.5014
"loadgather_8Bx8",1,33.8256,33.4844,33.4900,0.1461
"loadgather_8Bx8",2,55.9018,54.8299,51.9329,4.6526
"loadgather_8Bx8",4,57.3121,46.4016,46.0092,3.8601
"loadgather_8Bx8",6,46.2792,43.0484,43.6690,1.2280
"loadgather_8Bx8",8,49.2707,48.7105,48.7149,0.3552
"loadgather_8Bx8",16,50.8360,50.1525,50.1410,0.2568
"load_16B",1,49.0388,48.9058,48.8324,0.2283
"load_16B",2,58.3604,57.7092,57.7274,0.2674
"load_16B",4,58.8352,58.3686,58.3388,0.2822
"load_16B",6,57.9516,57.6577,57.6599,0.1259
"load_16B",8,59.0815,57.9515,58.1522,0.5510
"load_16B",16,58.8823,57.5283,57.8069,0.5253
"load_8B",1,38.2892,38.0626,38.0307,0.1700
"load_8B",2,57.8810,57.1708,57.0949,0.4292
"load_8B",4,58.7767,58.0960,58.1437,0.3553
"load_8B",6,57.7768,57.6737,57.6337,0.1066
"load_8B",8,59.0475,58.7026,58.4195,0.5462
"load_8B",16,58.9346,58.7316,58.7304,0.0795
"load_1B",1,5.5038,5.5018,5.5013,0.0020
"load_1B",2,10.8467,10.7825,10.7781,0.0396
"load_1B",4,21.3609,20.9865,20.9540,0.2077
"load_1B",6,31.3655,30.8060,30.7422,0.3321
"load_1B",8,40.3769,39.9186,39.8638,0.5141
"load_1B",16,40.0722,39.7816,39.7247,0.2536

> concat(rng(x, 2345), srand(100M, x)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"load_16B",1,51.8699,51.4676,51.4091,0.2664
"conflict",1,1.4566,1.4565,1.4564,0.0001
"conflict_mc1b",1,1.4567,1.4565,1.4559,0.0023
"conflict_mc2b",1,2.9052,2.9006,2.9001,0.0054
"conflict_mc3b",1,4.1778,4.1672,4.1603,0.0283
"conflict_mc4b",1,5.3628,5.3575,5.3548,0.0168
"conflict_mc5b",1,6.7404,6.7270,6.7213,0.0114
"conflict_mc6b",1,7.7245,7.7081,7.7024,0.0158
"conflict_mc7b",1,8.5711,8.5489,8.5454,0.0153
"conflict_mc8b",1,9.3698,9.3449,9.3418,0.0181
"conflict_mc9b",1,9.8380,9.8114,9.8101,0.0172
"conflict_mc10b",1,10.2160,10.1890,10.1868,0.0228
"conflict_mc11b",1,9.6001,9.5833,9.5783,0.0137
"conflict_mc12b",1,9.4835,9.4676,9.4660,0.0133

> copy(100M, lit(a)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,11.6288,11.5589,11.5482,0.0505
"gather_avx512_nopre",1,6.3133,6.2849,6.2874,0.0090

> concat(rng(x, 3456), drand(5k, 5k, x)); 25.070MB; first window at 0.01994415636218588%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,0.7141,0.7111,0.7117,0.0016
"gather_avx512_chunks",1,2.7696,2.7544,2.7499,0.0121
"gather_avx512_nopre",1,0.3708,0.3694,0.3679,0.0068
"gather_avx2",1,1.2080,1.2050,1.1759,0.0907
"gather_avx2_chnk",1,2.1891,2.1796,2.1843,0.0052
"gather_avx2_few_regs",1,1.1823,1.1795,1.1650,0.0530
"gather_avx2_few_chnk",1,1.5330,1.5330,1.5321,0.0022

> concat(rng(x, 3456), drand(50k, 500, x)); 25.007MB; first window at 0.19994401567561085%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,1.8028,1.7989,1.7896,0.0393
"gather_avx512_chunks",1,8.8362,8.7896,8.7912,0.0189
"gather_avx512_nopre",1,0.9660,0.9560,0.9547,0.0130
"gather_avx2",1,0.8785,0.8543,0.8632,0.0166
"gather_avx2_chnk",1,3.4466,3.4418,3.4418,0.0026
"gather_avx2_few_regs",1,0.8749,0.8741,0.8721,0.0068
"gather_avx2_few_chnk",1,4.1539,4.1467,4.1443,0.0094

> concat(rng(x, 3456), drand(500k, 50, x)); 25.001MB; first window at 1.9999440015679562%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,3.2595,3.2276,3.2209,0.0406
"gather_avx512_chunks",1,10.9501,10.9333,10.7641,0.5493
"gather_avx512_nopre",1,1.6803,1.6732,1.6701,0.0073
"gather_avx2",1,1.5328,1.5316,1.5282,0.0055
"gather_avx2_chnk",1,6.2867,6.2796,6.2709,0.0337
"gather_avx2_few_regs",1,1.5001,1.4986,1.4952,0.0052
"gather_avx2_few_chnk",1,6.3482,6.1152,6.1975,0.1337

> concat(rng(x, 3456), drand(5000k, 5, x)); 25.000MB; first window at 19.9999440001568%
name,threads,best,median,mean,stddev
"gather_avx512_pre",1,6.6847,6.6618,6.6501,0.0326
"gather_avx512_chunks",1,11.4365,11.3298,11.3129,0.1369
"gather_avx512_nopre",1,3.2537,3.2474,3.2483,0.0026
"gather_avx2",1,3.4451,3.4422,3.4412,0.0028
"gather_avx2_chnk",1,6.6433,6.6232,6.6271,0.0089
"gather_avx2_few_regs",1,3.3669,3.3634,3.3634,0.0027
"gather_avx2_few_chnk",1,6.5257,6.5051,6.5085,0.0085

> copy(100M, lit(a)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"gather_avx2",1,6.8855,6.8586,6.8578,0.0152
"gather_avx2_chnk",1,6.5979,6.5914,6.5913,0.0033
"gather_avx2_few_regs",1,6.9499,6.9265,6.9257,0.0139
"gather_avx2_few_chnk",1,6.7593,6.7411,6.7395,0.0104

> concat(rng(x, 678), rep(30M, srand(uniform(1,7,x), x))); 104.995MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,2.8197,2.8167,2.8157,0.0035
"benny",1,1.3822,1.3807,1.3805,0.0013

> concat(rng(x, 678), rep(30M, srand(uniform(2,6,x), x))); 105.003MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,3.6254,3.6190,3.6185,0.0036
"benny",1,1.3824,1.3809,1.3807,0.0009

> concat(rng(x, 678), rep(30M, srand(uniform(3,5,x), x))); 105.003MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,4.6525,4.6409,4.6406,0.0067
"benny",1,1.3818,1.3809,1.3806,0.0013

> copy(30M, lit(rstu)); 120.000MB; no windows present
name,threads,best,median,mean,stddev
"david_a_perez",1,8.6598,8.6383,8.6382,0.0122
"benny",1,1.3822,1.3807,1.3805,0.0011

> concat(rng(x, 981394), srand(100M, x)); 100.000MB; no windows present
name,threads,best,median,mean,stddev
"benny",1,1.3821,1.3808,1.3808,0.0008
"benny_popcnt",1,1.3823,1.3809,1.3809,0.0008
"benny_alt",1,1.2691,1.2681,1.2680,0.0011
"benny_x2",1,2.7643,2.7614,2.7609,0.0032
"gather_avx512_pre",1,11.6433,11.5430,11.5502,0.0356
"gather_avx512_chunks",1,10.8158,10.4367,10.4798,0.1190
"gather_avx512_nopre",1,6.3106,6.2841,6.2860,0.0077
"gather_avx2",1,6.8901,6.8561,6.8564,0.0135
"gather_avx2_chnk",1,6.5954,6.5919,6.5914,0.0024
"gather_avx2_few_regs",1,6.7281,6.7105,6.7067,0.0140
"gather_avx2_few_chnk",1,6.5267,6.5206,6.5212,0.0039
"david_a_perez",1,1.0648,1.0637,1.0635,0.0009
"conflict",1,1.4565,1.4563,1.4563,0.0001
"conflict_mc1b",1,1.4564,1.4563,1.4563,0.0001
"conflict_mc2b",1,2.9052,2.9010,2.9014,0.0015
"conflict_mc3b",1,4.1796,4.1695,4.1695,0.0042
"conflict_mc4b",1,5.3630,5.3571,5.3570,0.0020
"conflict_mc5b",1,6.7368,6.7225,6.7184,0.0166
"conflict_mc6b",1,7.7275,7.7122,7.7112,0.0091
"conflict_mc7b",1,8.5718,8.5534,8.5484,0.0168
"conflict_mc8b",1,9.3512,9.3316,9.3288,0.0175
"conflict_mc9b",1,9.8266,9.7983,9.7965,0.0183
"conflict_mc10b",1,10.2032,10.1779,10.1791,0.0181
"conflict_mc11b",1,9.6133,9.5899,9.5888,0.0148
"conflict_mc12b",1,9.4646,9.4476,9.4439,0.0146
"load_64B",1,66.5268,65.5117,65.4853,0.4415
"loadgather_4Bx16",1,17.6542,16.9742,16.9637,0.1895
"loadgather_8Bx8",1,35.4652,34.4110,34.4974,0.3604
"load_16B",1,52.4424,51.7710,51.7446,0.2420
"load_8B",1,37.9511,37.5005,37.5230,0.2256
"load_1B",1,5.5082,5.5025,5.5023,0.0031
